Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.910	the amino acid-polyamine-organocation (apc) family.	Transporter	L-methionine and branched-chain amino acid export protein YjeH	PATRIC.562.19188.NSEE01000255.CDS.7816.8232.rev	fig|562.19188.peg.910	100	2e-74
fig|562.19188.peg.5029		Virulence Factor	Toxin GhoT	PATRIC.562.19188.NSEE01000230.CDS.9163.9336.rev	fig|562.19188.peg.5029	100	7e-25
fig|562.19188.peg.4874	the pore-forming haemolysin e (hlye) family.	Transporter	Hemolysin E, chromosomal	PATRIC.562.19188.NSEE01000160.CDS.88104.88613.fwd	fig|562.19188.peg.4874	99	2e-86
fig|562.19188.peg.5649	Pyridoxamine-5'-Phosphate;4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate	Drug Target	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	PATRIC.562.19188.NSEE01000188.CDS.9669.10949.fwd	fig|562.19188.peg.5649	99	1e-246
fig|562.19188.peg.3488		Virulence Factor	Osmolarity sensory histidine kinase EnvZ	PATRIC.562.19188.NSEE01000256.CDS.45379.46731.fwd	fig|562.19188.peg.3488	100	1e-261
fig|562.19188.peg.905	the disulfide bond oxidoreductase d (dsbd) family.	Transporter	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	PATRIC.562.19188.NSEE01000255.CDS.2005.3702.rev	fig|562.19188.peg.905	99	0.0
fig|562.19188.peg.1917	the chloride carrier/channel (clc) family.	Transporter	Voltage-gated H(+)/2Cl(-) exchange transporter ClcA	PATRIC.562.19188.NSEE01000138.CDS.13430.14851.fwd	fig|562.19188.peg.1917	100	1e-271
fig|562.19188.peg.5411	the pts glucose-glucoside (glc) family.	Transporter	PTS system, glucose-specific IIA component (EC 2.7.1.199)	PATRIC.562.19188.NSEE01000102.CDS.16239.16748.fwd	fig|562.19188.peg.5411	100	1e-89
fig|562.19188.peg.4803	the atp-binding cassette (abc) superfamily.	Transporter	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	PATRIC.562.19188.NSEE01000160.CDS.13745.14749.rev	fig|562.19188.peg.4803	99	1e-195
fig|562.19188.peg.667	the outer membrane fimbrial usher porin (fup) family.	Transporter	Outer membrane usher protein HtrE	PATRIC.562.19188.NSEE01000081.CDS.1309.3909.rev	fig|562.19188.peg.667	97	0.0
fig|562.19188.peg.2899		Virulence Factor	Type 1 fimbriae regulatory protein FimE	PATRIC.562.19188.NSEE01000037.CDS.15.611.rev	fig|562.19188.peg.2899	100	1e-113
fig|562.19188.peg.1539	Uridine-Diphosphate-N-Acetylgalactosamine	Drug Target	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	PATRIC.562.19188.NSEE01000244.CDS.15558.16625.fwd	fig|562.19188.peg.1539	99	1e-204
fig|562.19188.peg.4937		Antibiotic Resistance	SSU ribosomal protein S10p (S20e)	PATRIC.562.19188.NSEE01000178.CDS.1915.2226.fwd	fig|562.19188.peg.4937		
fig|562.19188.peg.1108	Dipyrromethane Cofactor	Drug Target	Porphobilinogen deaminase (EC 2.5.1.61)	PATRIC.562.19188.NSEE01000191.CDS.17407.18369.fwd	fig|562.19188.peg.1108	99	1e-175
fig|562.19188.peg.4293		Virulence Factor	Uncharacterized protein YneK	PATRIC.562.19188.NSEE01000261.CDS.9355.10470.rev	fig|562.19188.peg.4293	97	1e-149
fig|562.19188.peg.5470	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Hydrogenase-4 component A	PATRIC.562.19188.NSEE01000102.CDS.74169.74786.fwd	fig|562.19188.peg.5470	97	1e-117
fig|562.19188.peg.4932		Antibiotic Resistance	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000178.CDS.3.146.fwd	fig|562.19188.peg.4932		
fig|562.19188.peg.1655		Virulence Factor	iron aquisition regulator (YbtA,AraC-like,required for transcription of FyuA/psn,Irp2)	PATRIC.562.19188.NSEE01000187.CDS.14573.15532.fwd	fig|562.19188.peg.1655	99	1e-187
fig|562.19188.peg.5002	the yede/yeee (yede/yeee) family.	Transporter	UPF0394 inner membrane protein YeeE	PATRIC.562.19188.NSEE01000097.CDS.4489.5547.rev	fig|562.19188.peg.5002	99	1e-203
fig|562.19188.peg.4771	the duf805 or pf05656 (duf805) family.	Transporter	Inner membrane protein YhaH	PATRIC.562.19188.NSEE01000237.CDS.14719.15084.rev	fig|562.19188.peg.4771	100	8e-70
fig|562.19188.peg.4930		Antibiotic Resistance	Transcriptional regulator of acrAB operon, AcrR	PATRIC.562.19188.NSEE01000242.CDS.18563.19210.fwd	fig|562.19188.peg.4930		
fig|562.19188.peg.575	the atp-binding cassette (abc) superfamily.	Transporter	Galactofuranose ABC transporter, ATP-binding protein	PATRIC.562.19188.NSEE01000435.CDS.18033.19535.rev	fig|562.19188.peg.575	99	1e-282
fig|562.19188.peg.1311	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase	PATRIC.562.19188.NSEE01000225.CDS.5830.6039.rev	fig|562.19188.peg.1311	100	4e-35
fig|562.19188.peg.5118	1,2-Propanediol;Adenosine-5-Diphosphoribose	Drug Target	Lactaldehyde reductase (EC 1.1.1.77)	PATRIC.562.19188.NSEE01000050.CDS.14758.15906.fwd	fig|562.19188.peg.5118	100	1e-222
fig|562.19188.peg.221	the fatty acid transporter (fat) family.	Transporter	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PATRIC.562.19188.NSEE01000106.CDS.7604.9355.rev	fig|562.19188.peg.221	100	0.0
fig|562.19188.peg.2888	the general secretory pathway (sec) family.	Transporter	Protein translocase subunit SecE	PATRIC.562.19188.NSEE01000058.CDS.287.670.rev	fig|562.19188.peg.2888	100	3e-63
fig|562.19188.peg.168	Cefazolin	Drug Target	Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C	PATRIC.562.19188.NSEE01000131.CDS.15293.17605.rev	fig|562.19188.peg.168	98	0.0
fig|562.19188.peg.663		Virulence Factor	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis	PATRIC.562.19188.NSEE01000167.CDS.10190.10699.fwd	fig|562.19188.peg.663	97	1e-88
fig|562.19188.peg.754	Formic Acid	Drug Target	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	PATRIC.562.19188.NSEE01000181.CDS.12656.13108.rev	fig|562.19188.peg.754	99	2e-84
fig|562.19188.peg.5352	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.6932.9658.fwd	fig|562.19188.peg.5352	99	0.0
fig|562.19188.peg.1059	the curli fiber subunit porin, cgsa, csgg (csgg) family.	Transporter	Curli production assembly/transport component CsgG	PATRIC.562.19188.NSEE01000046.CDS.1692.2525.fwd	fig|562.19188.peg.1059	100	1e-155
fig|562.19188.peg.1062	Formic Acid	Drug Target	Putative hydrolase YcdX (EC 3.1.-.-)	PATRIC.562.19188.NSEE01000046.CDS.3760.4497.rev	fig|562.19188.peg.1062	99	1e-141
fig|562.19188.peg.5092		Virulence Factor	Outer-membrane-phospholipid-binding lipoprotein MlaA	PATRIC.562.19188.NSEE01000128.CDS.8308.9063.rev	fig|562.19188.peg.5092	100	1e-149
fig|562.19188.peg.1350	Acetylphosphate;2'-Monophosphoadenosine 5'-Diphosphoribose	Drug Target	GDP-L-fucose synthetase (EC 1.1.1.271)	PATRIC.562.19188.NSEE01000092.CDS.4241.5206.rev	fig|562.19188.peg.1350	99	1e-186
fig|562.19188.peg.5615	alpha-D-glucose 6-phosphate	Drug Target	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	PATRIC.562.19188.NSEE01000277.CDS.14958.15596.rev	fig|562.19188.peg.5615	80	1e-90
fig|562.19188.peg.1069	2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE	Drug Target	Formate dehydrogenase N beta subunit (EC 1.2.1.2)	PATRIC.562.19188.NSEE01000132.CDS.4401.5285.fwd	fig|562.19188.peg.1069	100	1e-180
fig|562.19188.peg.960	Dihydroorotic Acid;Orotic Acid;Lysine Nz-Carboxylic Acid;N-Carbamoyl-L-Aspartate	Drug Target	Dihydroorotase (EC 3.5.2.3)	PATRIC.562.19188.NSEE01000413.CDS.46312.47358.fwd	fig|562.19188.peg.960	99	1e-204
fig|562.19188.peg.5243		Virulence Factor	PTS system, galactosamine-specific IIB component	PATRIC.562.19188.NSEE01000219.CDS.2577.3053.rev	fig|562.19188.peg.5243	98	2e-85
fig|562.19188.peg.4824	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	PATRIC.562.19188.NSEE01000160.CDS.35353.39096.rev	fig|562.19188.peg.4824	99	0.0
fig|562.19188.peg.3361	the major facilitator superfamily (mfs).	Transporter	UPF0226 protein YhhS	PATRIC.562.19188.NSEE01000129.CDS.24591.25841.rev	fig|562.19188.peg.3361	99	1e-232
fig|562.19188.peg.4348	the divalent anion:na(+) symporter (dass) family.	Transporter	L-tartrate/succinate antiporter	PATRIC.562.19188.NSEE01000397.CDS.1582.3045.fwd	fig|562.19188.peg.4348	99	1e-284
fig|562.19188.peg.4187		Virulence Factor	Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue	PATRIC.562.19188.NSEE01000112.CDS.7948.9681.fwd	fig|562.19188.peg.4187	98	0.0
fig|562.19188.peg.212		Virulence Factor	Uncharacterized HTH-type transcriptional regulator YfhH	PATRIC.562.19188.NSEE01000131.CDS.68443.69291.fwd	fig|562.19188.peg.212	99	1e-153
fig|562.19188.peg.1551	Bis(Adenosine)-5'-Triphosphate	Drug Target	Dephospho-CoA kinase (EC 2.7.1.24)	PATRIC.562.19188.NSEE01000244.CDS.28397.29017.rev	fig|562.19188.peg.1551	100	1e-112
fig|562.19188.peg.4474		Virulence Factor	Uncharacterized glycosyltransferase YcjM	PATRIC.562.19188.NSEE01000157.CDS.48457.50136.rev	fig|562.19188.peg.4474	94	0.0
fig|562.19188.peg.2737		Antibiotic Resistance	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	PATRIC.562.19188.NSEE01000263.CDS.47954.49213.rev	fig|562.19188.peg.2737	100	1e-239
fig|562.19188.peg.1675	Adenine;P-Cresol;2-Aminophenol;Alpha-Ribazole-5'-Phosphate;2,5-Xylidine;Namn;5,6-Dimethylbenzimidazole;7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate;Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester;Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester;Benzimidazole;3,4-Dimethylaniline;Alpha-Ribazole-5'-Phosphate Derivative;5-methylbenzimidazole;4,5-Dimethyl-1,2-Phenylenediamine;7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate;Phenol;Alpha-Adenosine Monophosphate;3,4-Dimethylphenol;4-Methyl-1,2-Benzenediol;5-Methoxybenzimidazole;Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester;Indole;2-Amino-P-Cresol	Drug Target	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	PATRIC.562.19188.NSEE01000187.CDS.51038.52117.rev	fig|562.19188.peg.1675	80	1e-159
fig|562.19188.peg.378	the amino acid-polyamine-organocation (apc) family.	Transporter	Proline-specific permease ProY	PATRIC.562.19188.NSEE01000227.CDS.19141.20514.fwd	fig|562.19188.peg.378	100	1e-268
fig|562.19188.peg.98	Pyromellitic Acid;3-Trimethylsilylsuccinic Acid;Malate Ion;Citric Acid	Drug Target	Fumarate hydratase class II (EC 4.2.1.2)	PATRIC.562.19188.NSEE01000282.CDS.5867.7270.fwd	fig|562.19188.peg.98	99	1e-269
fig|562.19188.peg.4053	the atp-binding cassette (abc) superfamily.	Transporter	Glutamate/aspartate ABC transporter, ATP-binding protein GltL (TC 3.A.1.3.4)	PATRIC.562.19188.NSEE01000079.CDS.42135.42860.fwd	fig|562.19188.peg.4053	100	1e-134
fig|562.19188.peg.2142	the atp-binding cassette (abc) superfamily.	Transporter	Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1)	PATRIC.562.19188.NSEE01000161.CDS.46419.47249.rev	fig|562.19188.peg.2142	100	1e-145
fig|562.19188.peg.269		Virulence Factor	Chaperone protein FimC	PATRIC.562.19188.NSEE01000100.CDS.1489.2214.fwd	fig|562.19188.peg.269	98	1e-133
fig|562.19188.peg.4850		Virulence Factor	GTP-binding and nucleic acid-binding protein YchF	PATRIC.562.19188.NSEE01000160.CDS.60613.61704.fwd	fig|562.19188.peg.4850	99	1e-209
fig|562.19188.peg.2107	the solute:sodium symporter (sss) family.	Transporter	Acetate permease ActP (cation/acetate symporter)	PATRIC.562.19188.NSEE01000161.CDS.14425.16074.rev	fig|562.19188.peg.2107	99	1e-314
fig|562.19188.peg.1056		Virulence Factor	Transcriptional regulator CsgD for 2nd curli operon	PATRIC.562.19188.NSEE01000046.CDS.180.830.fwd	fig|562.19188.peg.1056	93	1e-115
fig|562.19188.peg.5090	Lauryl Dimethylamine-N-Oxide;(Hydroxyethyloxy)Tri(Ethyloxy)Octane	Drug Target	Long-chain fatty acid transport protein	PATRIC.562.19188.NSEE01000128.CDS.5361.6701.fwd	fig|562.19188.peg.5090	99	1e-268
fig|562.19188.peg.4405		Virulence Factor	Uncharacterized transporter YfdV	PATRIC.562.19188.NSEE01000417.CDS.1204.2148.rev	fig|562.19188.peg.4405	99	1e-174
fig|562.19188.peg.3785	2-(N-Morpholino)-Ethanesulfonic Acid	Drug Target	Free methionine-(R)-sulfoxide reductase, contains GAF domain	PATRIC.562.19188.NSEE01000150.CDS.10316.10867.rev	fig|562.19188.peg.3785	98	4e-89
fig|562.19188.peg.2839		Virulence Factor	N-(3-oxohexanoyl)-L-homoserine lactone-binding transcriptional activator @ N-(3-oxooctanoyl)-L-homoserine lactone-binding transcriptional activator	PATRIC.562.19188.NSEE01000190.CDS.9474.10196.rev	fig|562.19188.peg.2839	98	1e-136
fig|562.19188.peg.2279	the atp-binding cassette (abc) superfamily.	Transporter	Arginine ABC transporter, permease protein ArtQ	PATRIC.562.19188.NSEE01000350.CDS.5345.6061.fwd	fig|562.19188.peg.2279	100	1e-131
fig|562.19188.peg.1828		Virulence Factor	Periplasmic beta-glucosidase (EC 3.2.1.21)	PATRIC.562.19188.NSEE01000054.CDS.154718.157015.fwd	fig|562.19188.peg.1828	92	0.0
fig|562.19188.peg.5444	the ethanol utilization/transport (eut) protein family.	Transporter	Ethanolamine utilization protein EutQ	PATRIC.562.19188.NSEE01000102.CDS.46529.47230.rev	fig|562.19188.peg.5444	99	1e-130
fig|562.19188.peg.3151		Virulence Factor	hypothetical protein	PATRIC.562.19188.NSEE01000409.CDS.2.727.fwd	fig|562.19188.peg.3151	88	1e-127
fig|562.19188.peg.2737	Fosfomycin	Drug Target	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	PATRIC.562.19188.NSEE01000263.CDS.47954.49213.rev	fig|562.19188.peg.2737	100	1e-239
fig|562.19188.peg.835	Thymidine-5'-Phosphate	Drug Target	DNA polymerase III epsilon subunit (EC 2.7.7.7)	PATRIC.562.19188.NSEE01000073.CDS.7677.8417.fwd	fig|562.19188.peg.835	99	1e-136
fig|562.19188.peg.2384	the membrane protein insertase (yidc/alb3/oxa1) family.	Transporter	Inner membrane protein translocase and chaperone YidC, long form	PATRIC.562.19188.NSEE01000147.CDS.25834.27480.rev	fig|562.19188.peg.2384	99	0.0
fig|562.19188.peg.2363	the atp-binding cassette (abc) superfamily.	Transporter	Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)	PATRIC.562.19188.NSEE01000147.CDS.4184.4957.fwd	fig|562.19188.peg.2363	100	1e-147
fig|562.19188.peg.2836		Virulence Factor	BarA-associated response regulator UvrY (= GacA = SirA)	PATRIC.562.19188.NSEE01000190.CDS.8068.8724.rev	fig|562.19188.peg.2836	96	1e-116
fig|562.19188.peg.2511		Virulence Factor	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	PATRIC.562.19188.NSEE01000193.CDS.4204.5040.fwd	fig|562.19188.peg.2511	85	1e-144
fig|562.19188.peg.4070		Drug Target	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)	PATRIC.562.19188.NSEE01000079.CDS.59173.61074.fwd	fig|562.19188.peg.4070	100	0.0
fig|562.19188.peg.1807	the vancomycin-sensitivity protein (sana) family.	Transporter	SanA protein	PATRIC.562.19188.NSEE01000054.CDS.137144.137863.rev	fig|562.19188.peg.1807	100	1e-136
fig|562.19188.peg.4305	(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran	Drug Target	Autoinducer 2 (AI-2) ABC transporter, substrate-binding protein	PATRIC.562.19188.NSEE01000261.CDS.20658.21680.rev	fig|562.19188.peg.4305	85	1e-167
fig|562.19188.peg.3793	the copper resistance (copd) family.	Transporter	Copper resistance protein CopD	PATRIC.562.19188.NSEE01000150.CDS.18404.19276.rev	fig|562.19188.peg.3793	98	1e-167
fig|562.19188.peg.3338	the atp-binding cassette (abc) superfamily.	Transporter	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	PATRIC.562.19188.NSEE01000129.CDS.4328.5644.rev	fig|562.19188.peg.3338	100	1e-262
fig|562.19188.peg.4506	6-Hydroxyuridine-5'-Phosphate;1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid	Drug Target	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	PATRIC.562.19188.NSEE01000157.CDS.77693.78490.rev	fig|562.19188.peg.4506	99	1e-135
fig|562.19188.peg.655	the atp-binding cassette (abc) superfamily.	Transporter	Ferric enterobactin transport system permease protein FepG (TC 3.A.1.14.2)	PATRIC.562.19188.NSEE01000167.CDS.1835.2827.rev	fig|562.19188.peg.655	99	1e-181
fig|562.19188.peg.4962	Doxycycline;Lymecycline;Clomocycline;Oxytetracycline;Demeclocycline;Minocycline	Drug Target	SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent	PATRIC.562.19188.NSEE01000178.CDS.13510.14130.fwd	fig|562.19188.peg.4962	100	1e-113
fig|562.19188.peg.3015	L-Rhamnitol;L-Rhamnose	Drug Target	L-rhamnose isomerase (EC 5.3.1.14)	PATRIC.562.19188.NSEE01000113.CDS.35734.36993.fwd	fig|562.19188.peg.3015	99	1e-247
fig|562.19188.peg.994	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	Anaerobic selenate reductase protein YnfH	PATRIC.562.19188.NSEE01000062.CDS.1009.1863.rev	fig|562.19188.peg.994	98	1e-162
fig|562.19188.peg.4591	the major facilitator superfamily (mfs).	Transporter	D-glucarate transporter	PATRIC.562.19188.NSEE01000028.CDS.6149.7501.fwd	fig|562.19188.peg.4591	99	1e-265
fig|562.19188.peg.4050	the atp-binding cassette (abc) superfamily.	Transporter	Glutamate/aspartate ABC transporter, substrate-binding protein GltI (TC 3.A.1.3.4)	PATRIC.562.19188.NSEE01000079.CDS.39643.40551.fwd	fig|562.19188.peg.4050	99	1e-171
fig|562.19188.peg.3116	the atp-binding cassette (abc) superfamily.	Transporter	Macrolide-specific efflux protein MacA	PATRIC.562.19188.NSEE01000202.CDS.11659.12774.fwd	fig|562.19188.peg.3116	99	1e-205
fig|562.19188.peg.4791		Virulence Factor	Stress response diiron-containing protein YciF	PATRIC.562.19188.NSEE01000160.CDS.4723.5244.fwd	fig|562.19188.peg.4791	87	7e-76
fig|562.19188.peg.1904	2'-Monophosphoadenosine 5'-Diphosphoribose;1,4-Dithiothreitol	Drug Target	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	PATRIC.562.19188.NSEE01000276.CDS.1709.2527.fwd	fig|562.19188.peg.1904	98	1e-153
fig|562.19188.peg.2871	the type iii (virulence-related) secretory pathway (iiisp) family.	Transporter	Flagellar biosynthesis protein FliR	PATRIC.562.19188.NSEE01000190.CDS.34610.35395.fwd	fig|562.19188.peg.2871	88	1e-129
fig|562.19188.peg.764	Tris;D-Dethiobiotin	Drug Target	Biotin synthase (EC 2.8.1.6)	PATRIC.562.19188.NSEE01000181.CDS.22019.23059.rev	fig|562.19188.peg.764	100	1e-202
fig|562.19188.peg.4091	Nitrofural	Drug Target	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	PATRIC.562.19188.NSEE01000079.CDS.75540.76598.fwd	fig|562.19188.peg.4091	100	1e-205
fig|562.19188.peg.5720	the threonine/serine exporter (thre) family.	Transporter	FIG023911: putative membrane protein	PATRIC.562.19188.NSEE01000170.CDS.43066.43899.fwd	fig|562.19188.peg.5720	99	1e-158
fig|562.19188.peg.5466	the outer membrane protein insertion porin (bam complex) (ompip) family.	Transporter	Outer membrane beta-barrel assembly protein BamC	PATRIC.562.19188.NSEE01000102.CDS.70799.71833.rev	fig|562.19188.peg.5466	99	1e-194
fig|562.19188.peg.1144		Virulence Factor	Acetolactate synthase large subunit (EC 2.2.1.6)	PATRIC.562.19188.NSEE01000191.CDS.54368.56014.rev	fig|562.19188.peg.1144	99	0.0
fig|562.19188.peg.3901	Cytidine-5'-Triphosphate;4-Diphosphocytidyl-2-C-Methyl-D-Erythritol;Pentane-1,5-Diamine	Drug Target	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	PATRIC.562.19188.NSEE01000222.CDS.14553.15263.fwd	fig|562.19188.peg.3901	100	1e-135
fig|562.19188.peg.4465	the atp-binding cassette (abc) superfamily.	Transporter	Maltodextrin ABC transporter, ATP-binding protein MsmX	PATRIC.562.19188.NSEE01000157.CDS.38450.39532.rev	fig|562.19188.peg.4465	99	1e-205
fig|562.19188.peg.4051	the atp-binding cassette (abc) superfamily.	Transporter	Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)	PATRIC.562.19188.NSEE01000079.CDS.40721.41461.fwd	fig|562.19188.peg.4051	100	1e-140
fig|562.19188.peg.3117	the atp-binding cassette (abc) superfamily.	Transporter	Macrolide export ATP-binding/permease protein MacB	PATRIC.562.19188.NSEE01000202.CDS.12771.14717.fwd	fig|562.19188.peg.3117	99	0.0
fig|562.19188.peg.2119	the dicarboxylate/amino acid:cation (na(+) or h(+)) symporter (daacs) family.	Transporter	Proton/glutamate symporter @ Proton/aspartate symporter	PATRIC.562.19188.NSEE01000161.CDS.25653.26966.fwd	fig|562.19188.peg.2119	99	1e-242
fig|562.19188.peg.2583	the pts mannose-fructose-sorbose (man) family.	Transporter	PTS system, D-glucosaminate-specific IID component	PATRIC.562.19188.NSEE01000063.CDS.10925.11782.fwd	fig|562.19188.peg.2583	96	1e-153
fig|562.19188.peg.2162		Virulence Factor	3-dehydroquinate dehydratase I (EC 4.2.1.10)	PATRIC.562.19188.NSEE01000295.CDS.1142.1900.rev	fig|562.19188.peg.2162	99	1e-135
